timestamp,component_id,temperature_C,vibration_mm_s,pressure_kPa
2024-01-01 00:00:00,PUMP-A01,76.24747938242994,0.4444537383173256,1476.2668973090424
2024-01-01 01:00:00,PUMP-A01,76.81310502317696,0.4271779780385771,1482.7413481214394
2024-01-01 02:00:00,PUMP-A01,78.79203263764181,0.4929346084277429,1531.3912061570772
2024-01-01 03:00:00,PUMP-A01,77.14822323551579,0.39110838637925843,1518.3740947212964
2024-01-01 04:00:00,PUMP-A01,82.35428376995742,0.31402762533394546,1597.9701251254228
2024-01-01 05:00:00,PUMP-A01,80.98453626930413,0.6268774882189703,1547.2023491662133
2024-01-01 06:00:00,PUMP-A01,81.17191707445983,0.45572572943881484,1561.8962056218822
2024-01-01 07:00:00,PUMP-A01,78.78347714248,0.5226315829067504,1481.7108082889386
2024-01-01 08:00:00,PUMP-A01,80.24331624685765,0.5033751335132965,1384.0183318996928
2024-01-01 09:00:00,PUMP-A01,81.86177075355135,0.579867675077425,1579.0172260262325
2024-01-01 10:00:00,PUMP-A01,83.56564955685016,0.5569851012753376,1443.921182413329
2024-01-01 11:00:00,PUMP-A01,78.47101404776289,0.5082540723851618,1493.8677491681262
2024-01-01 12:00:00,PUMP-A01,78.12736851419413,0.4738206175140638,1509.1654617462093
2024-01-01 13:00:00,PUMP-A01,83.35573069405612,0.4834564882495518,1465.5742079489994
2024-01-01 14:00:00,PUMP-A01,78.70395361298719,0.4543465940740637,1449.691327183042
2024-01-01 15:00:00,PUMP-A01,82.40007785701378,0.4669579078661472,1554.8758230236456
2024-01-01 16:00:00,PUMP-A01,80.27246006273761,0.5422478079396046,1436.0120758902203
2024-01-01 17:00:00,PUMP-A01,81.73478282556084,0.5574503362579262,1576.8749633693174
2024-01-01 18:00:00,PUMP-A01,80.43334761056086,0.4917369980719665,1510.5747338016797
2024-01-01 19:00:00,PUMP-A01,81.21006055126006,0.5079764456669579,1526.734131677566
2024-01-01 20:00:00,PUMP-A01,77.00466674499683,0.7488780914981761,1493.2132049312745
2024-01-01 21:00:00,PUMP-A01,83.79892659770208,0.5531844217359894,1523.512331071763
2024-01-01 22:00:00,PUMP-A01,77.22835392512842,0.5453789370721447,1549.5071042887785
2024-01-01 23:00:00,PUMP-A01,80.12819771986005,0.4475387971713366,1469.753838191195
2024-01-02 00:00:00,PUMP-A01,77.93538990516267,0.48330684630886006,1391.6073082899788
2024-01-02 01:00:00,PUMP-A01,78.34150104685214,0.5231066190211732,1523.2011233611945
2024-01-02 02:00:00,PUMP-A01,78.03525485182402,0.46853663757462277,1497.036554617959
2024-01-02 03:00:00,PUMP-A01,80.95096029227702,0.50679325298311,1528.0975481587163
2024-01-02 04:00:00,PUMP-A01,80.82220902435654,0.45448314540506257,1501.7552689127979
2024-01-02 05:00:00,PUMP-A01,78.18276307960521,0.4077717803598268,1498.9711074485622
2024-01-02 06:00:00,PUMP-A01,78.96847540886603,0.4010394635173285,1485.8878115347552
2024-01-02 07:00:00,PUMP-A01,81.12889207548311,0.46209857519439546,1537.3016979108793
2024-01-02 08:00:00,PUMP-A01,79.788979872902,0.5171983191423434,1552.8174162196349
2024-01-02 09:00:00,PUMP-A01,81.1029403124303,0.5187993514932252,1492.3919224463841
2024-01-02 10:00:00,PUMP-A01,79.49170583196364,0.3638578888099051,1503.5613333010515
2024-01-02 11:00:00,PUMP-A01,78.57946604634063,0.434921222174684,1467.1244639408824
2024-01-02 12:00:00,PUMP-A01,75.53832554356694,0.3661169805974275,1444.506858735595
2024-01-02 13:00:00,PUMP-A01,79.55239513205017,0.3995635951959784,1535.9732521582775
2024-01-02 14:00:00,PUMP-A01,83.86872446569458,0.540674737181263,1496.030348699672
2024-01-02 15:00:00,PUMP-A01,75.33846452935485,0.5547043526486906,1495.501531927805
2024-01-02 16:00:00,PUMP-A01,86.13302997773341,0.502688280725793,1554.7380940716262
2024-01-02 17:00:00,PUMP-A01,79.87810403334457,0.30753640503836066,1468.2830881406815
2024-01-02 18:00:00,PUMP-A01,76.85023256209924,0.5101873152096377,1521.1046687201094
2024-01-02 19:00:00,PUMP-A01,78.06010803220016,0.4864832044123926,1593.0587968322384
2024-01-02 20:00:00,PUMP-A01,80.50239647852909,0.505818002290254,1541.812298066007
2024-01-02 21:00:00,PUMP-A01,79.14306646754747,0.31559894534112476,1447.943783954499
2024-01-02 22:00:00,PUMP-A01,82.05384701760924,0.6473542954285143,1521.6988199418563
2024-01-02 23:00:00,PUMP-A01,79.62569780186662,0.41089563366034026,1544.8751057905406
2024-01-03 00:00:00,PUMP-A01,81.93612330235565,0.5086919396157983,1426.0883076320083
2024-01-03 01:00:00,PUMP-A01,80.54810343133254,0.5497056877493238,1466.3056966102668
2024-01-03 02:00:00,PUMP-A01,77.94420806013805,0.5166760215990429,1578.9218843253595
2024-01-03 03:00:00,PUMP-A01,75.92276317198578,0.3720043517762759,1511.120188116107
2024-01-03 04:00:00,PUMP-A01,79.5649080582558,0.4074508968900462,1519.668632169469
2024-01-03 05:00:00,PUMP-A01,74.96373092966411,0.5861343076112551,1452.5106510101452
2024-01-03 06:00:00,PUMP-A01,78.9642173273207,0.47618715948372325,1498.0392984311886
2024-01-03 07:00:00,PUMP-A01,78.12197897370442,0.4909551686481072,1548.1013088091245
